timestamp,storename,address_original,address_normalize[0],address_normalize[1],最終更新日,url,開設者種別,開設者名,管理者名,歯科一般領域一覧,歯科口腔外科領域一覧,小児歯科領域一覧,矯正歯科領域一覧,施設状況一覧,対応可能ﾅ麻酔治療一覧,在宅医療,連携ﾉ有無,歯科医師(総数|常勤|非常勤),歯科技工士(総数|常勤|非常勤),歯科助手(総数|常勤|非常勤),歯科衛生士(総数|常勤|非常勤),前年度1日平均外来患者数,緯度,経度,page,診療科
2023-09-21,セントラル歯科,深谷市本住町１４－３３,埼玉県深谷市本住町14-33,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11027789&ir=03,na,郷田 英臣,郷田 英臣,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している,多機能トイレの設置)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,病院との連携,3|-|-,na,na,2.5|-|-,30,na,na,53,"歯科, 小児歯科"
2023-09-21,松村歯科医院,羽生市上手子林７４番地１０,埼玉県羽生市大字上手子林74-10,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11030429&ir=03,na,松村 真治,松村 真治,"歯科領域の一次診療,著しく歯科診療が困難な者の歯科治療","埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,"病院との連携,薬局との連携",1.0|-|-,na,na,0|-|-,18,na,na,53,歯科
2023-09-21,医療法人　山紫会　萩原歯科医院,羽生市下岩瀬２６３番地１,埼玉県羽生市大字下岩瀬263-1,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11030445&ir=03,na,医療法人 山紫会 (萩原勝雄),萩原勝雄,"歯科領域の一次診療,著しく歯科診療が困難な者の歯科治療",na,na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"歯科訪問診療,歯科疾患在宅療養管理","病院との連携,診療所との連携,訪問看護ステーションとの連携,居宅介護支援事業所との連携,薬局との連携",1|-|-,na,na,1|-|-,22,na,na,53,歯科
2023-09-21,浅子歯科医院,春日部市緑町３－２－３４,埼玉県春日部市緑町三丁目2-34,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11033096&ir=03,na,浅子 聡,浅子 聡,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,病院との連携,1|-|-,na,na,0|-|-,30,na,na,53,"歯科, 小児歯科"
2023-09-21,一之瀬歯科医院,蓮田市閏戸３９４９－６,埼玉県蓮田市大字閏戸3949-6,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11033398&ir=03,na,一之瀬真弥,一之瀬真弥,"歯科領域の一次診療,成人の歯科矯正治療,著しく歯科診療が困難な者の歯科治療,摂食機能障害の治療","埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '障害者に対するサービス内容(施設内の情報の表示)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"往診（２４時間往診以外）,在宅患者連携指導,在宅患者緊急時等カンファレンス,歯科訪問診療,訪問歯科衛生指導,歯科疾患在宅療養管理,在宅患者歯科治療時医療管理,在宅患者訪問口腔リハビリテーション指導管理","病院との連携,診療所との連携,訪問看護ステーションとの連携,居宅介護支援事業所との連携,薬局との連携",2|-|-,na,na,2|-|-,14.1,na,na,53,"歯科, 小児歯科, 矯正歯科"
2023-09-21,神沢歯科医院,蓮田市江ケ崎西１４２４－８,埼玉県蓮田市大字江ｹ崎西1424-8,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11033401&ir=03,na,神澤 康夫,神澤 康夫,歯科領域の一次診療,"埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,"病院との連携,診療所との連携",1|-|-,na,na,1|-|-,15,na,na,53,"歯科, インプラント"
2023-09-21,本町ながしお歯科医院,久喜市本町 ３－１６－８,埼玉県久喜市本町三丁目16-8,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11034777&ir=03,na,長塩 博文,長塩 博文,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,病院との連携,1|-|-,na,na,0|-|-,20.0,na,na,53,"歯科, 小児歯科"
2023-09-21,よしば歯科医院,久喜市吉羽 ５－３－１,埼玉県久喜市吉羽五丁目3-1,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11034785&ir=03,na,光木 裕孝,光木 裕孝,na,顎関節症治療,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,病院との連携,1.3|-|-,na,na,4|-|-,41.7,na,na,53,"歯科, 矯正歯科, 小児歯科"
2023-09-21,ひまわり歯科医院,幸手市幸手３５４１－２,埼玉県幸手市大字幸手3541-2,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11035307&ir=03,na,高垣雄一郎,高垣雄一郎,"歯科領域の一次診療,成人の歯科矯正治療","埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '障害者に対するサービス内容(施設内の情報の表示)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"歯科訪問診療,訪問歯科衛生指導,歯科疾患在宅療養管理,在宅患者歯科治療時医療管理,在宅患者訪問口腔リハビリテーション指導管理","病院との連携,診療所との連携,居宅介護支援事業所との連携,薬局との連携",1|-|-,na,na,5|-|-,40.8,na,na,53,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
2023-09-21,高橋歯科医院,さいたま市大宮区寿能町１－１１－５,埼玉県ｻｲﾀﾏ市大宮区寿能町一丁目11-5,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11048689&ir=03,na,高橋 裕,高橋 裕,歯科領域の一次診療,埋伏歯抜歯,na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(車椅子等利用者用駐車施設の有無)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,"病院との連携,診療所との連携",1|-|-,na,na,2|-|-,22,na,na,53,"歯科, 小児歯科"
2023-09-21,こみね歯科医院,さいたま市桜区田島４－３８－３－２Ｆ,埼玉県ｻｲﾀﾏ市桜区田島四丁目38-3,2f,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11050551&ir=03,na,小峰万里子,小峰万里子,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方なし)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"歯科訪問診療,訪問歯科衛生指導","病院との連携,診療所との連携,訪問看護ステーションとの連携,居宅介護支援事業所との連携,薬局との連携",1.9|-|-,na,na,2.2|-|-,3.2,na,na,53,歯科
2023-09-21,工藤歯科医院,さいたま市浦和区上木崎２－２－１３,埼玉県ｻｲﾀﾏ市浦和区上木崎二丁目2-13,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11051000&ir=03,na,藤堂 陽子,藤堂 陽子,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携,薬局との連携",1|-|-,na,na,1|-|-,15,na,na,53,"歯科, 小児歯科"
2023-09-21,関口歯科医院,さいたま市浦和区上木崎５－１６－１,埼玉県ｻｲﾀﾏ市浦和区上木崎五丁目16-1,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11051086&ir=03,na,関口 千栄子,関口 千栄子,"歯科領域の一次診療,成人の歯科矯正治療","埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"歯科訪問診療,歯科疾患在宅療養管理,在宅患者歯科治療時医療管理","病院との連携,診療所との連携,居宅介護支援事業所との連携,薬局との連携",2.0|-|-,na,na,3.0|-|-,30.2,na,na,53,"歯科, 小児歯科, 歯科口腔外科, 矯正歯科"
2023-09-21,あさひ歯科医院,さいたま市南区南浦和２－２－１４ サントルヴィラージュ１０１,埼玉県ｻｲﾀﾏ市南区南浦和二丁目2-14, ｻﾝﾄﾙｳﾞｨﾗｰｼﾞｭ101,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11052260&ir=03,na,小野澤 明広,小野澤 明広,歯科領域の一次診療,顎関節症治療,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携",1|-|-,na,na,0|-|-,18,na,na,53,"歯科, 小児歯科, 歯科口腔外科"
2023-09-21,なると歯科,さいたま市南区白幡１－１２－１３,埼玉県ｻｲﾀﾏ市南区白幡一丁目12-13,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11052503&ir=03,na,小林 成人,小林 成人,"歯科領域の一次診療,成人の歯科矯正治療","埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携",1|-|-,na,na,1|-|-,15,na,na,53,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
2023-09-21,医療法人社団セキハタ歯科医院,さいたま市南区白幡４－２３－１１ ＳＤＡビル５階６階,埼玉県ｻｲﾀﾏ市南区白幡四丁目23-11, sdaﾋﾞﾙ5階6階,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11052538&ir=03,na,医療法人社団セキハタ歯科医院 (関端 徹),関端 徹,"歯科領域の一次診療,成人の歯科矯正治療","顎関節症治療,顎変形症治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,病院との連携,1|-|-,na,na,3|-|-,6,na,na,53,"歯科, 矯正歯科"
2023-09-21,新田歯科医院,さいたま市緑区原山２－２５－７,埼玉県ｻｲﾀﾏ市緑区原山二丁目25-7,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11052716&ir=03,na,新田 稔浩,新田 稔浩,歯科領域の一次診療,埋伏歯抜歯,na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,病院との連携,1|-|-,na,na,0|-|-,20.0,na,na,53,"歯科, 小児歯科, 歯科口腔外科"
2023-09-21,かねもり歯科クリニック,さいたま市緑区三室２３９８－１ 島根ビル２Ｆ,埼玉県ｻｲﾀﾏ市緑区大字三室2398-1, 島根ﾋﾞﾙ2f,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11052783&ir=03,na,金森 清俊,金森 清俊,歯科領域の一次診療,"埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,na,1|-|-,na,na,1|-|-,29,na,na,53,"歯科, 小児歯科, 歯科口腔外科"
2023-09-21,内野歯科医院,川越市新宿町６－２６－２８,埼玉県川越市新宿町六丁目26-28,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11056045&ir=03,na,内野 一樹,内野 一樹,歯科領域の一次診療,"埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '障害者に対するサービス内容(音声による情報の伝達)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,"病院との連携,診療所との連携",1|-|-,na,na,1|-|-,5,na,na,53,歯科
2023-09-21,榎本歯科医院,上尾市中分２－４３－２,埼玉県上尾市中分二丁目43-2,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11084456&ir=03,na,榎本武司,榎本武司,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,na,2|-|-,na,na,0|-|-,12,na,na,53,歯科
2023-09-21,堀井歯科医院,上尾市西宮下４－２３０,埼玉県上尾市西宮下四丁目230,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11084847&ir=03,na,堀井 政美,堀井 政美,"歯科領域の一次診療,成人の歯科矯正治療",na,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携,訪問看護ステーションとの連携",2|-|-,na,na,1|-|-,14,na,na,53,"歯科, 小児歯科"
2023-09-21,岩田歯科医院,秩父市中村町２－２－６,埼玉県秩父市中村町二丁目2-6,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11088532&ir=03,na,岩田雄一,岩田雄一,"歯科領域の一次診療,成人の歯科矯正治療,著しく歯科診療が困難な者の歯科治療","埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '障害者に対するサービス内容(施設内の情報の表示)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,na,2.0|-|-,na,na,3.0|-|-,26.3,na,na,53,"歯科, 小児歯科"
2023-09-21,近藤歯科医院,秩父市番場町１４－８,埼玉県秩父市番場町14-8,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11088630&ir=03,na,近藤 晶子,近藤 晶子,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携,薬局との連携",1|-|-,na,na,0|-|-,16.0,na,na,53,歯科
2023-09-21,野上歯科医院,秩父郡長瀞町本野上１４６－４,埼玉県秩父郡長瀞町大字本野上146-4,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11088974&ir=03,na,落合保志,落合保志,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,"診療所との連携,居宅介護支援事業所との連携",1|-|-,na,na,2|-|-,13.0,na,na,53,歯科
2023-09-21,スギタ歯科医院,加須市上高柳５６６ 加須市上高柳５６６,埼玉県加須市上高柳566, 加須市上高柳566,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11089687&ir=03,na,杉田 秀樹,杉田 秀樹,歯科領域の一次診療,埋伏歯抜歯,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,"病院との連携,診療所との連携",1|-|-,na,na,0|-|-,4,na,na,53,歯科
2023-09-21,西倉歯科医院,草加市旭町４－９－２,埼玉県草加市旭町四丁目9-2,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11094230&ir=03,na,西倉徹,西倉徹,"歯科領域の一次診療,成人の歯科矯正治療","顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携",3|-|-,na,na,4|-|-,24.5,na,na,53,"歯科, 小児歯科, 矯正歯科"
2023-09-21,ハスミ歯科クリニック,越谷市越ヶ谷１－９－２２,埼玉県越谷市越ヶ谷一丁目9-22,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11095784&ir=03,na,蓮見 和久,蓮見 和久,歯科領域の一次診療,"埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"往診（２４時間往診以外）,歯科訪問診療",病院との連携,1|-|-,na,na,3|-|-,20.0,na,na,53,"歯科, 小児歯科"
2023-09-21,オーラル歯科クリニック,越谷市千間台西１－５－２ ＫＭビル１Ｆ,埼玉県越谷市千間台西一丁目5-2, kmﾋﾞﾙ1f,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11095962&ir=03,na,和田 紀彦,和田 紀彦,"歯科領域の一次診療,成人の歯科矯正治療","埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方なし)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,薬局との連携",3|-|-,na,na,1|-|-,40,na,na,53,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
2023-09-21,山本歯科クリニック,越谷市袋山１３９１－１,埼玉県越谷市大字袋山1391-1,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11096438&ir=03,na,山本 明,山本 明,歯科領域の一次診療,埋伏歯抜歯,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携",1|-|-,na,na,0|-|-,9,na,na,53,"歯科, 小児歯科"
2023-09-21,チェリー歯科クリニック,越谷市南荻島１１２－３,埼玉県越谷市大字南荻島112-3,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11096519&ir=03,na,松本 佳奈,松本 佳奈,"歯科領域の一次診療,成人の歯科矯正治療","埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携",3|-|-,na,na,0|-|-,15,na,na,53,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
2023-09-21,ヨシダ歯科医院,北葛飾郡松伏町松葉２－１－７,埼玉県北葛飾郡松伏町松葉二丁目1-7,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11098066&ir=03,na,吉田修,吉田修,歯科領域の一次診療,"埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '障害者に対するサービス内容(施設内の情報の表示)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携",1|-|-,na,na,1|-|-,28,na,na,53,"歯科, 小児歯科, 歯科口腔外科"
2023-09-21,高柳歯科医院,南埼玉郡宮代町笠原２－１－１０,埼玉県南埼玉郡宮代町笠原二丁目1-10,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11099569&ir=03,na,高柳 芳人,高柳 芳人,"歯科領域の一次診療,成人の歯科矯正治療","埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,病院との連携,1|-|-,na,na,4|-|-,30,na,na,53,"歯科, 矯正歯科, 小児歯科"
2023-09-21,本木歯科医院,白岡市小久喜７３１－９,埼玉県白岡市小久喜731-9,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11099739&ir=03,na,本木桃子,本木桃子,歯科領域の一次診療,na,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,診療所との連携,1|-|-,na,na,0|-|-,5.9,na,na,53,"歯科, 小児歯科"
2023-09-21,医療法人健歩会宮山歯科医院,白岡市下野田１３７３－３,埼玉県白岡市下野田1373-3,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11099747&ir=03,na,医療法人健歩会 (川崎一也),川崎一也,"歯科領域の一次診療,成人の歯科矯正治療,摂食機能障害の治療","埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"在宅患者連携指導,歯科訪問診療,訪問歯科衛生指導,歯科疾患在宅療養管理,在宅患者歯科治療時医療管理,在宅患者訪問口腔リハビリテーション指導管理","病院との連携,診療所との連携,訪問看護ステーションとの連携,居宅介護支援事業所との連携,薬局との連携",1.1|-|-,na,na,2|-|-,14.0,na,na,53,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
2023-09-21,忍田歯科医院,久喜市栗橋東 ４－２０－１９,埼玉県久喜市栗橋東四丁目20-19,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11099968&ir=03,na,忍田 尚文,忍田 尚文,歯科領域の一次診療,埋伏歯抜歯,na,na,"['院内処方の有無(院内処方あり)', '障害者に対するサービス内容(施設内の情報の表示)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,歯科訪問診療,病院との連携,1|-|-,na,na,0|-|-,30,na,na,53,"歯科, 小児歯科"
2023-09-21,志村歯科医院,越谷市弥十郎６７７－１,埼玉県越谷市大字弥十郎677-1,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11200219&ir=03,na,志村 安貴,志村 安貴,歯科領域の一次診療,埋伏歯抜歯,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携",1|-|-,na,na,0|-|-,20,na,na,53,歯科
2023-09-21,医療法人社団にこにこすまいる　たきの歯科,ふじみ野市滝１－１－８,埼玉県ﾌｼﾞﾐ野市滝一丁目1-8,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11203951&ir=03,na,山本達也 (山本達也),山本達也,歯科領域の一次診療,"埋伏歯抜歯,顎関節症治療,口唇、舌若しくは口腔粘膜の炎症又は外傷の治療",na,na,"['院内処方の有無(院内処方あり)', '車椅子等利用者に対する配慮(施設のバリアフリー化を実施している)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,"歯科訪問診療,訪問歯科衛生指導,歯科疾患在宅療養管理","病院との連携,診療所との連携,居宅介護支援事業所との連携",2|-|-,na,na,4|-|-,50,na,na,53,歯科
2023-09-21,しろくま歯科医院,入間市豊岡１－３－１８ トリプレットビルＢ棟１階,埼玉県入間市豊岡一丁目3-18, ﾄﾘﾌﾟﾚｯﾄﾋﾞﾙb棟1階,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11218983&ir=03,na,白根裕司,白根裕司,"歯科領域の一次診療,成人の歯科矯正治療",口唇、舌若しくは口腔粘膜の炎症又は外傷の治療,na,na,"['院内処方の有無(院内処方あり)', '障害者に対するサービス内容(施設内の情報の表示)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携,薬局との連携",4|-|-,na,na,3|-|-,35,na,na,53,"小児歯科, 歯科, 歯科口腔外科, 矯正歯科"
2023-09-21,新所沢おかみつ歯科クリニック,所沢市緑町四丁目１５番２３号,埼玉県所沢市緑町四丁目15-23,,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11242221&ir=03,na,岡光 史洋,岡光 史洋,"歯科領域の一次診療,成人の歯科矯正治療","埋伏歯抜歯,顎関節症治療",na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,na,1|-|-,na,na,2.0|-|-,30,na,na,53,"歯科, 矯正歯科, 小児歯科, 歯科口腔外科"
2023-09-21,みずほ台駅ナカ歯科・矯正歯科,富士見市東みずほ台２－２９－２－２Ｆ,埼玉県富士見市東ﾐｽﾞﾎ台二丁目29-2,2f,2023年01月09日,http://www.iryo-kensaku.jp/saitama/kensaku/IryoSisetsuInfo.aspx?sy=m&cm=s&di=n&id=11243651&ir=03,na,医療法人社団 大志 (渡 圭介),渡 圭介,"歯科領域の一次診療,成人の歯科矯正治療",埋伏歯抜歯,na,na,"['院内処方の有無(院内処方あり)', '受動喫煙を防止するための措置(施設内を全面禁煙としている)']",na,na,"病院との連携,診療所との連携",6|-|-,na,na,2|-|-,50,na,na,53,歯科
