timestamp,storename,address_original,address_normalize[0],address_normalize[1],最終更新日,url,開設者種別,開設者名,管理者名,歯科一般領域一覧,歯科口腔外科領域一覧,小児歯科領域一覧,矯正歯科領域一覧,施設状況一覧,対応可能ﾅ麻酔治療一覧,在宅医療,連携ﾉ有無,歯科医師(総数|常勤|非常勤),歯科技工士(総数|常勤|非常勤),歯科助手(総数|常勤|非常勤),歯科衛生士(総数|常勤|非常勤),前年度1日平均外来患者数,緯度,経度,page,診療科
2023-09-04,清水歯科医院,金沢市長田2丁目23番19号,石川県金沢市長田二丁目23-19,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130020,個人,清水 直彦,清水 直彦,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,"[病院との連携, ]",1|-|-,na|-|-,na|-|-,na|-|-,13,36.577065,136.640803,37,"[歯科, ]"
2023-09-04,清水歯科医院,金沢市石引2-6-33,石川県金沢市石引二丁目6-33,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130099,個人,清水 行雄,清水 行雄,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,"[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,3|-|-,25,36.555152,136.669914,37,"[歯科, ]"
2023-09-04,西出歯科医院,加賀市山代温泉幸町4,石川県加賀市山代温泉幸町4,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1231004,個人,西出 正人,西出 正人,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,na|-|-,na|-|-,na|-|-,na|-|-,na,36.291075,136.361288,37,"[歯科, ]"
2023-09-04,西川歯科医院,白山市西新町222-1,石川県白山市西新町222-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130015,個人,西川 諭,西川 諭,"[歯科領域の一次診療, 無]",無,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]",na,2|-|-,1|-|-,na|-|-,2|-|-,15,36.525174,136.565155,37,"[歯科, 歯科口腔外科, 矯正歯科, 小児歯科, ]"
2023-09-04,西田歯科クリニック,金沢市金石東3-6-8,石川県金沢市金石東三丁目6-8,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130034,個人,西田 明彦,西田 明彦,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]",na,1|-|-,na|-|-,na|-|-,2|-|-,25,36.601676592659274,136.5950278,37,"[矯正歯科, 歯科, 小児歯科, ]"
2023-09-04,西田歯科医院,金沢市東山3丁目29-12,石川県金沢市東山三丁目29-12,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130058,個人,西田 雅己,西田 雅己,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,1|-|-,20,36.576665,136.662892,37,"[歯科, ]"
2023-09-04,西南部歯科医院,金沢市矢木1丁目140番地,石川県金沢市矢木一丁目140,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130186,個人,乙田 良子,乙田 良子,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,"[病院との連携, 診療所との連携, 訪問看護ステーションとの連携, 居宅介護支援事業所との連携, 薬局との連携, ]",1|-|-,na|-|-,na|-|-,1|-|-,20,36.554221,136.598342,37,"[歯科, ]"
2023-09-04,青山彩光苑歯科,七尾市青山町3部22,石川県七尾市青山町3,部22,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130001,個人,神野 正己,神野 正己,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,na,na,1|-|-,na|-|-,na|-|-,1|-|-,8,37.043322,136.912928,37,"[歯科, ]"
2023-09-04,石橋歯科医院,七尾市馬出町イ部54番地の5,石川県七尾市馬出町ｲ部54-5,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130003,個人,石橋 宏文,石橋 宏文,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]",na,1|-|-,na|-|-,na|-|-,1|-|-,20,37.045583,136.962532,38,"[歯科, ]"
2023-09-04,石川勤労者医療協会 城北歯科,金沢市京町20-15,石川県金沢市京町20-15,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130064,個人,公益社団法人石川勤労者医療協会,白井 千夏,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, 身体障害者用トイレ, ]",na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, 訪問看護ステーションとの連携, 薬局との連携, ]",4|-|-,na|-|-,na|-|-,5|-|-,30,36.582642,136.655843,38,"[歯科, ]"
2023-09-04,石川県口腔保健医療センター,金沢市神宮寺3丁目20番５号,石川県金沢市神宮寺三丁目20-5,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130049,個人,石川県歯科医師会,蓮池 芳浩,"[歯科領域の一次診療, 障害者の歯科治療, 予約診療有：初診・再診]",na,na,na,"[スロープ, 身体障害者用トイレ, ]",na,na,na,8|-|-,na|-|-,na|-|-,8|-|-,14,36.58462753491248,136.66543990674586,38,"[歯科, ]"
2023-09-04,石田歯科医院,河北郡津幡町清水イ127,石川県河北郡津幡町字清水ｲ127,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2230002,個人,石田 皎,石田 皎,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,na|-|-,15,36.672129,136.734274,38,"[歯科, 矯正歯科, ]"
2023-09-04,千田歯科クリニック,金沢市白菊町2-7,石川県金沢市白菊町2-7,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130152,個人,千田 恭恵,千田 恭恵,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,4|-|-,35,36.559612,136.647332,38,"[歯科, 小児歯科, ]"
2023-09-04,川原けんこう歯科医院,金沢市寺町1-6-38,石川県金沢市寺町一丁目6-38,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130157,個人,川原 賢功,川原 賢功,"[歯科領域の一次診療, 成人の歯科矯正治療, 唇顎口蓋裂の歯科矯正治療, 障害者の歯科治療, 予約診療有：初診・再診]","[埋伏歯抜歯, 顎関節症治療, 口唇・舌もしくは口腔粘膜の炎症、外傷又は腫瘍の治療, 予約診療有：初診・再診]",予約診療有：初診・再診,na,na,na,"[歯科訪問診療, ]",na,3|-|-,na|-|-,na|-|-,9|-|-,55,36.546585,136.659306,38,"[歯科, 小児歯科, 歯科口腔外科, ]"
2023-09-04,川端歯科医院,金沢市新神田4丁目13-3,石川県金沢市新神田四丁目13-3,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130147,個人,川端 輝彦,川端 輝彦,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]",na,1|-|-,1|-|-,na|-|-,na|-|-,20,36.560572,136.627899,38,"[歯科, ]"
2023-09-04,川辺歯科医院,金沢市北安江3丁目5番8号,石川県金沢市北安江三丁目5-8,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130008,個人,川辺 清光,川辺 清光,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, ]",1|-|-,1|-|-,na|-|-,2|-|-,23,36.585218,136.644446,38,"[歯科, ]"
2023-09-04,川北歯科医院,能美郡川北町一ツ屋163-3,石川県能美郡川北町一ﾂ屋163-3,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1134061,個人,西出 雅博,西出 雅博,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]",na,1|-|-,1|-|-,na|-|-,na|-|-,15,36.468358,136.54466,38,"[歯科, 小児歯科, ]"
2023-09-04,扇が丘歯科医院,野々市市扇が丘19-36ワイズビルズ1F,石川県野々市市扇ｶﾞ丘19-36,ﾜｲｽﾞﾋﾞﾙｽﾞ1f,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130026,個人,山本 司,山本 司,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, ]",2|-|-,1|-|-,na|-|-,2|-|-,30,36.526277,136.623605,38,"[歯科, ]"
2023-09-04,扇谷歯科医院,金沢市小立野3丁目11番26号,石川県金沢市小立野三丁目11-26,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=213,個人,扇谷 義郎,扇谷 義郎,"[歯科領域の一次診療, 予約診療有：初診・再診]","[埋伏歯抜歯, na]",na,na,na,"[神経ブロック, ]","[歯科訪問診療, 訪問歯科衛生指導, ]","[診療所との連携, ]",1|-|-,1|-|-,na|-|-,2|-|-,18,36.5518793,136.6736571,39,"[歯科, ]"
2023-09-04,泉野歯科,金沢市弥生1丁目19番13号,石川県金沢市弥生一丁目19-13,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130164,個人,村上 英樹,院長 村上 英樹,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,予約診療有：初診・再診,na,na,na,na,na,1|-|-,na|-|-,na|-|-,1|-|-,20,36.548401,136.649025,39,"[歯科, 小児歯科, ]"
2023-09-04,前田歯科医院,羽咋市柳田町73字37番地4,石川県羽咋市柳田町73,字37-4,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3230011,個人,前田 洋,前田 洋,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]",na,1|-|-,na|-|-,na|-|-,1|-|-,25,36.910602,136.778238,39,"[歯科, ]"
2023-09-04,曽山歯科クリニック,小松市矢田野町リ67,石川県小松市矢田野町ﾘ67,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132021,個人,曽山 真砂美,曽山 真砂美,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, 車椅子利用者用駐車場, ]",na,na,na,2|-|-,na|-|-,na|-|-,4|-|-,30,36.343427,136.421245,39,"[歯科, 小児歯科, 矯正歯科, ]"
2023-09-04,倉歯科医院,金沢市本町2丁目17番24号,石川県金沢市本町二丁目17-24,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130067,個人,倉 賢一,倉 賢一,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,na|-|-,6,36.576884,136.650489,39,"[歯科, ]"
2023-09-04,草山歯科医院,鳳珠郡能登町小木15-23-4,石川県鳳珠郡能登町字小木15-23-4,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=4130021,個人,草山 和人,草山 和人,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, 身体障害者用トイレ, 車椅子利用者用駐車場, ]",na,"[歯科訪問診療, 訪問歯科衛生指導, ]",na,1|-|-,na|-|-,na|-|-,1|-|-,25,37.300122,137.225268,39,"[歯科, ]"
2023-09-04,村戸歯科医院,金沢市金石本町ハ3番地4,石川県金沢市金石本町ﾊ3-4,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130035,個人,村戸 建一,村戸 建一,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,予約診療有：初診・再診,na,"[スロープ, 身体障害者用トイレ, 車椅子利用者用駐車場, ]",na,"[歯科訪問診療, ]","[診療所との連携, ]",1|-|-,na|-|-,na|-|-,na|-|-,23,36.599344,136.596631,39,"[歯科, 小児歯科, ]"
2023-09-04,村上歯科クリニック,能美郡川北町字山田先出礼106,石川県能美郡川北町字山田先出礼106,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1134063,個人,村上 圭司,村上 圭司,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, 訪問歯科衛生指導, ]",na,1|-|-,na|-|-,na|-|-,1|-|-,7,36.467197,136.548228,39,"[歯科, ]"
2023-09-04,村田歯科医院,加賀市松が丘1－20－5,石川県加賀市松ｶﾞ丘一丁目20-5,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=303,個人,村田 慎也,村田 慎也,"[歯科領域の一次診療, 障害者の歯科治療, 予約診療有：初診・再診]","[埋伏歯抜歯, 顎関節症治療, 口唇・舌もしくは口腔粘膜の炎症、外傷又は腫瘍の治療, 予約診療有：初診・再診]",予約診療有：初診・再診,na,na,na,na,"[病院との連携, 診療所との連携, ]",2|-|-,na|-|-,na|-|-,1|-|-,25,36.3245086,136.3443458,39,"[歯科, 小児歯科, 歯科口腔外科, ]"
2023-09-04,大桑歯科・矯正歯科,金沢市大桑3-176 V－drug 2F,石川県金沢市大桑三丁目176, v-drug 2f,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130143,医療法人,Ｐｉｅｒｒｅ Ｏｇｅ,安立 圭志,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,"[病院との連携, ]",1|-|-,na|-|-,na|-|-,1|-|-,16,36.5336094,136.677199,39,"[歯科, 小児歯科, 口腔外科, 矯正歯科, ]"
2023-09-04,大場歯科医院,金沢市瓢箪町23番18号,石川県金沢市瓢箪町23-18,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130062,個人,大場 有一,大場 有一,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,1|-|-,na|-|-,2|-|-,na,36.576245,136.659209,40,"[歯科, 小児歯科, ]"
2023-09-04,大森歯科医院,七尾市府中町206,石川県七尾市府中町206,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130006,個人,大森 充,大森 充,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,na|-|-,12,37.047782,136.967123,40,"[歯科, ]"
2023-09-04,大神歯科医院,加賀市小菅波町2丁目60番地2,石川県加賀市小菅波町二丁目60-2,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1231021,個人,大神 規夫,大神 規夫,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,na|-|-,19,36.316802,136.348432,40,"[歯科, ]"
2023-09-04,大野歯科医院,かほく市外日角イ22,石川県ｶﾎｸ市外日角ｲ22,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2230023,個人,大野 洋治郎,大野 洋治郎,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, ]",2|-|-,2|-|-,na|-|-,4|-|-,38,36.723647,136.700193,40,"[歯科, ]"
2023-09-04,大矢歯科,金沢市旭町2-8-34,石川県金沢市旭町二丁目8-34,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130102,個人,大矢 甚祐,大矢 甚祐,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]","[病院との連携, ]",na|-|-,na|-|-,na|-|-,na|-|-,na,36.553398,136.682914,40,"[歯科, ]"
2023-09-04,谷歯科医院,金沢市彦三町2丁目7番2号,石川県金沢市彦三町二丁目7-2,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130082,個人,谷 一則,谷 一則,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,1|-|-,na|-|-,1|-|-,20,36.574638,136.65646,40,"[歯科, ]"
2023-09-04,谷内科歯科クリニック,白山市新田町86番地2,石川県白山市新田町86-2,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130011,医療法人, 谷クリニック,谷 久仁子,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,2|-|-,25,36.53501,136.570517,40,"[歯科, 内科, ]"
2023-09-04,谷本歯科クリニック,白山市鶴来水戸町4丁目61番地,石川県白山市鶴来水戸町四丁目61,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130050,個人,谷本 健,谷本 健,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,"[病院との連携, ]",1|-|-,na|-|-,na|-|-,na|-|-,20,36.447359,136.622618,40,"[歯科, ]"
2023-09-04,炭谷歯科医院,金沢市石引2丁目8番6号,石川県金沢市石引二丁目8-6,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130100,個人,炭谷 泰貴,炭谷 泰貴,"[歯科領域の一次診療, 無]","[顎変形症治療, na]",na,na,na,na,na,na,2|-|-,2|-|-,na|-|-,6|-|-,40,36.553396,136.67239,40,"[歯科, ]"
2023-09-04,竹下歯科医院,金沢市芳斉1丁目6番35号,石川県金沢市芳斉一丁目6-35,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130074,個人,竹下 亨文,竹下 亨文,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,予約診療有：初診・再診,na,na,na,na,na,1|-|-,na|-|-,na|-|-,na|-|-,15,36.570355,136.650041,40,"[歯科, 小児歯科, ]"
2023-09-04,竹多歯科医院,金沢市諸江町上丁307番地12,石川県金沢市諸江町上丁307-12,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130005,個人,竹多 玄太郎,竹多 玄太郎,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, ]",1|-|-,na|-|-,na|-|-,5|-|-,20,36.591388,136.64596,41,"[歯科, 小児歯科, ]"
2023-09-04,竹中歯科医院,金沢市小立野1-6-18,石川県金沢市小立野一丁目6-18,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130104,個人,竹中 丈晴,竹中 丈晴,"[歯科領域の一次診療, 無]",na,na,na,"[身体障害者用トイレ, ]",na,"[在宅患者訪問薬剤管理指導, 歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, 薬局との連携, ]",2|-|-,2|-|-,na|-|-,6|-|-,50,36.543124,136.684017,41,"[歯科, 矯正歯科, ]"
2023-09-04,竹内歯科医院,金沢市本多町3-11-2,石川県金沢市本多町三丁目11-2,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130114,個人,竹内 聖太郎,竹内 聖太郎,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[在宅患者訪問薬剤管理指導, 歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,3|-|-,25,36.556287,136.658431,41,"[歯科, ]"
2023-09-04,竹浪歯科医院,加賀市大聖寺永町イ64-1,石川県加賀市大聖寺永町ｲ64-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1231009,個人,竹浪 隆一,竹浪 隆一,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,"[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,1|-|-,15,36.308027,136.319475,41,"[歯科, ]"
2023-09-04,中山セントラル歯科,金沢市尾張町1-10-13,石川県金沢市尾張町一丁目10-13,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130087,個人,中川 茂樹,中川 茂樹,"[歯科領域の一次診療, na]","[顎変形症治療, 無]",na,na,na,na,na,"[病院との連携, ]",2|-|-,1|-|-,na|-|-,7|-|-,50,36.571172,136.66069,41,"[一般歯科, 小児歯科, 歯科口腔外科, 矯正科, ]"
2023-09-04,中山歯科医院,小松市竜助町92-2,石川県小松市龍助町92-2,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132031,個人,中山 春比古,中山 春比古,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, 薬局との連携, ]",1|-|-,2|-|-,na|-|-,3|-|-,30,36.403403,136.44897,41,"[歯科, 小児歯科, 矯正歯科, ]"
2023-09-04,中山歯科医院,金沢市尾張町1丁目10番13号,石川県金沢市尾張町一丁目10-13,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130084,個人,中山 隆,中山 隆,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,2|-|-,2|-|-,na|-|-,2|-|-,18,36.571172,136.66069,41,"[歯科, 小児歯科, 矯正歯科, 小児矯正歯科, 口腔外科, ]"
2023-09-04,中西歯科医院,金沢市白菊町21番8号,石川県金沢市白菊町21-8,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130151,個人,中西 弘行,中西 弘行,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,"[病院との連携, ]",1|-|-,na|-|-,na|-|-,na|-|-,12,36.558246,136.645895,41,"[歯科, 矯正歯科, 小児歯科, ]"
2023-09-04,中川歯科医院,金沢市武蔵町3-17,石川県金沢市武蔵町3-17,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130070,個人,中川 渉,中川 渉,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,1|-|-,10,36.570523,136.65444,41,"[歯科, ]"
2023-09-04,中川歯科医院,金沢市長土塀1-12-11,石川県金沢市長土塀一丁目12-11,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130080,個人,中川 忠夫,中川 真,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,2|-|-,na|-|-,na|-|-,1|-|-,18,36.570523,136.65444,41,"[歯科, 矯正歯科, 小児歯科, ]"
2023-09-04,中村歯科医院,鹿島郡中能登町二宮ハ部132,石川県鹿島郡中能登町二宮ﾊ部132,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130105,個人,中村 玲子,中村 玲子,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,na,na,1|-|-,na|-|-,na|-|-,na|-|-,8,36.974606,136.925161,42,"[歯科, ]"
2023-09-04,中谷歯科クリニック,小松市中町12,石川県小松市中町12,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132029,個人,中谷 公治,中谷 公治,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,1|-|-,na|-|-,1|-|-,20,36.407321,136.449503,42,"[歯科, ]"
2023-09-04,中谷歯科医院,羽咋郡志賀町富来地頭町7の19,石川県羽咋郡志賀町富来地頭町7-19,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3230016,個人,中谷 喜彦,中谷 喜彦,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]",na,1|-|-,2|-|-,na|-|-,2|-|-,20,37.137963,136.730604,42,"[歯科, ]"
2023-09-04,中塚歯科医院,金沢市額乙丸町ハ84-4,石川県金沢市額乙丸町ﾊ84-4,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130197,個人,中塚 直,中塚 直,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,3|-|-,20,36.512464,136.618887,42,"[歯科, ]"
2023-09-04,中浜歯科医院,珠洲市宝立町鵜飼2字48番地,石川県珠洲市宝立町鵜飼2,字48,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=4230006,個人,中浜 毅,中浜 毅,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, 居宅介護支援事業所との連携, ]",1|-|-,1|-|-,na|-|-,na|-|-,30,37.402832,137.241002,42,"[歯科, ]"
2023-09-04,仲谷歯科医院,小松市西町94の1,石川県小松市西町94-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132028,個人,仲谷 純三,仲谷 純三,"[歯科領域の一次診療, 無]",無,na,na,na,na,na,"[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,3|-|-,15,36.405337,136.450236,42,"[歯科, 小児歯科, 歯科口腔外科, ]"
2023-09-04,長歯科医院,小松市平面町カ186-1,石川県小松市平面町ｶ186-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132024,個人,長 哲也,長 哲也,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]","[病院との連携, ]",1|-|-,1|-|-,na|-|-,4|-|-,40,36.418485,136.473855,42,"[歯科, 矯正歯科, ]"
2023-09-04,長沼歯科医院,小松市土居原町266,石川県小松市土居原町266,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132030,個人,佐々木 香子,佐々木 香子,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,予約診療有：初診・再診,予約診療有：初診・再診,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, ]",2|-|-,3|-|-,na|-|-,0|-|-,26,36.400873,136.451268,42,"[歯科, 小児歯科, 矯正歯科, ]"
2023-09-04,長谷川歯科医院,白山市湊町3-24,石川県白山市湊町3-24,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130047,個人,長谷川 靖,長谷川 靖,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,na,na,1|-|-,na|-|-,na|-|-,1|-|-,25,36.475886,136.475215,42,"[歯科, 矯正歯科, ]"
2023-09-04,長田歯科医院,金沢市橋場町5番11号,石川県金沢市橋場町5-11,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130090,個人,長田 淳,長田 淳,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, 訪問看護ステーションとの連携, 居宅介護支援事業所との連携, 薬局との連携, ]",2|-|-,na|-|-,na|-|-,2|-|-,15,36.570386566241694,136.66495710000004,42,"[歯科, ]"
2023-09-04,津田歯科医院,白山市鶴来本町4丁目5-4,石川県白山市鶴来本町四丁目5-4,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130051,個人,津田 多利,津田 多利,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,na|-|-,45,36.452226,136.624931,43,"[歯科, ]"
2023-09-04,塚本歯科医院,加賀市大聖寺八間道77,石川県加賀市大聖寺八間道77,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1231008,個人,塚本 忠造,塚本 忠造,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,2|-|-,na|-|-,na|-|-,4|-|-,30,36.308745,136.310804,43,"[歯科, ]"
2023-09-04,鶴沢歯科医院,羽咋郡志賀町富来地頭町8の196,石川県羽咋郡志賀町富来地頭町8-196,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3230015,個人,鶴沢 武郎,鶴沢 武郎,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,1|-|-,25,37.137851,136.731334,43,"[歯科, ]"
2023-09-04,田鶴浜歯科医院,七尾市田鶴浜町ハ部150番地1,石川県七尾市田鶴浜町ﾊ部150-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130017,医療法人, 田鶴浜歯科医院,柘植 英一,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, ]",1|-|-,na|-|-,na|-|-,3|-|-,35,37.063979,136.8917,43,"[歯科, ]"
2023-09-04,渡辺歯科医院,金沢市米泉町7-11,石川県金沢市米泉町七丁目11,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130173,個人,渡邊 佐良,渡邊 佐良,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,"[病院との連携, ]",1|-|-,1|-|-,na|-|-,3|-|-,20,36.551659,136.6218,43,"[歯科, ]"
2023-09-04,土田歯科医院,加賀市大聖寺仲町15,石川県加賀市大聖寺仲町15,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1231012,個人,土田 清人,土田 清人,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,"[病院との連携, 診療所との連携, ]",3|-|-,1|-|-,na|-|-,3|-|-,45,36.308149,136.311327,43,"[歯科, 小児歯科, ]"
